path,count
/,2
/cm/a36a42ad-3a71-444f-9e8a-b19950129dc6/airgap.js,2
/_next/static/css/237135430da33788.css,2
/_next/static/css/4254aff0ca08811d.css,4
/_next/static/css/b891a27343876add.css,4
/_next/static/css/d0e993df9500c73a.css,4
/_next/static/chunks/webpack-44cb187426ec12f0.js,2
/_next/static/chunks/framework-c0f099bcff5df7bf.js,2
/_next/static/chunks/main-cc4c56cf37aef018.js,2
/_next/static/chunks/pages/_app-c3914a001c491cc5.js,2
/_next/static/chunks/7285-560a6ae65e69022d.js,2
/_next/static/chunks/9126-263da06da32b19fb.js,2
/_next/static/chunks/644-c79495eb1ba31ffb.js,2
/_next/static/chunks/7485-bc57ef37f750ddb8.js,2
/_next/static/chunks/2721-e886822bf1e98397.js,2
/_next/static/chunks/7645-17008d5165be867a.js,2
/_next/static/chunks/5784-5d51aa550f4b9dbd.js,2
/_next/static/chunks/6043-0facc7ff7093e9cd.js,2
/_next/static/chunks/2955-97d41e9431069289.js,2
/_next/static/chunks/815-5c0ebe24b4c18b2e.js,2
/_next/static/chunks/3776-893be39760dc4bfc.js,2
/_next/static/chunks/9942-bd34e32eec6f5c35.js,2
/_next/static/chunks/9146-ad128f4adbd21ccc.js,2
/_next/static/chunks/7542-4406b4ce707f86c9.js,2
/_next/static/chunks/9446-fda1a5e6159b49b4.js,2
/_next/static/chunks/1899-77239814b9fc79b1.js,2
/_next/static/chunks/4404-2589bc2a1f0cc8c6.js,2
/_next/static/chunks/pages/product-1a0d6ff39b6d927c.js,2
/_next/static/V4VMp-vexa26qCn0r-DSH/_buildManifest.js,2
/_next/static/V4VMp-vexa26qCn0r-DSH/_ssgManifest.js,2
/cm/a36a42ad-3a71-444f-9e8a-b19950129dc6/ui.js,2
/cm/a36a42ad-3a71-444f-9e8a-b19950129dc6/cm.css,2
"/cdn-cgi/image/format=auto,width=828,quality=100/front-static/pages/home/home-hero.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/sidekick-desktop-app.png",2
"/cdn-cgi/image/format=auto,width=256,quality=100/front-static/pages/home/sidekick-mobile-app.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/engineering-wiki-V2.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/meeting-notes.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/projects.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/kanban.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/table.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/timeline.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/calendar.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/gallery.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/pages/home/building-blocks/list.png",2
/front-static/shared/icons/nav-caret.svg,2
/_next/static/media/Inter-Var.730e8169.woff2,6
/_next/static/media/LyonText-Regular-Web.d7bfb4be.woff2,2
/front-static/logo-ios.png,2
/v1/,2
/_next/static/chunks/9870.2b5d643606589ced.js,2
/_next/static/chunks/2375.8fec9554068c963c.js,2
/_vercel/insights/script.js,2
/_next/static/chunks/62cf2826.1bad84a0edfd0a1d.js,2
/_next/static/chunks/analytics-segment.a66b64e4c7cc1c76.js,2
/js/profitwell.js,2
/_next/static/chunks/9881.48bf4537f7a6d68a.js,2
/v1/initialize,6
/api/v3/getUserAnalyticsSettings,12
/gtag/js,6
/en_US/fbevents.js,4
/services/collector/raw,11
/api/v3/trackSegmentEvent,2
/pr/gpk/pk_6nwYfqCKEoPt2lTuU8Veswm2zArJ3Apq,2
/spaces/spoqsaf9291f/environments/master/entries,6
/api/v3/teV1,8
/v1/projects/g1mMn2qquRcv7exBIVDivoKl9cOrdxLA/settings,2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/team-size-enterprise.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/team-size-small-business.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/team-size-personal.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/wikis-icon.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/docs-icon.png",2
"/cdn-cgi/image/format=auto,width=1920,quality=100/front-static/shared/icons/projects-icon.png",2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/help.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/wikis.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/projects.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/docs.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/ai.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/templates.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/customers.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/integrations.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/enterprise.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/teams.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/personal.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/notion-for-design.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/notion-for-engineering.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/notion-for-product.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/notion-for-managers.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/startups.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/product/notion-for-education.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/nonprofits.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/help/guides.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/webinars.json,2
/_next/data/V4VMp-vexa26qCn0r-DSH/en-us/pricing.json,2
/signals/config/499229960464487,4
/tr/,4
/_next/static/chunks/2570-8d0b6f9fd1867285.js,4
/_next/static/chunks/6134-56eacbceacf783d1.js,4
/_next/static/chunks/2942-88aa7f13c8a1f2f8.js,4
/_next/static/chunks/2310-66a291e56f7fc164.js,4
/_next/static/chunks/4267-161edbd7c2a9f532.js,4
/_next/static/chunks/7309-0fe360f83deb8dfe.js,4
/cm/a36a42ad-3a71-444f-9e8a-b19950129dc6/translations/en.json,2
/v1/rgstr,2
/pagead/viewthroughconversion/954804604/,9
/_next/static/chunks/9209-d6fc9923bc024409.js,4
/_next/static/chunks/pages/help-c1c9b005433b8d59.js,4
/_next/static/chunks/4576-c4962c7dc99536e4.js,4
/_next/static/chunks/2994-762112ba39b70d83.js,4
/_next/static/chunks/pages/product/wikis-3a4d2e4c8767d0f7.js,4
/_next/static/chunks/pages/product/projects-6339516c2e02ac0f.js,4
/_next/static/chunks/ajs-destination.f358bfd81e28d810.js,2
/_next/static/chunks/pages/product/docs-34b5e815df740795.js,4
/_next/static/chunks/pages/product/ai-74129ebf3ba15870.js,4
/_next/static/chunks/9231-9985f46bc4d15dd9.js,4
/_next/static/chunks/6924-fccdc83645f32554.js,4
/_next/static/chunks/6075-5d2427ba4db6a5f3.js,4
/_next/static/chunks/pages/templates-51bca0de7fa156c1.js,4
/next-integrations/integrations/linkedin-insight-tag/1.0.1/linkedin-insight-tag.dynamic.js.gz,2
/_next/static/chunks/4677-fa8161fa2685d887.js,2
/_next/static/chunks/pages/customers-0be6a17b35747e2e.js,2
/_next/static/chunks/pages/integrations-6d569598ac30cd9c.js,1
/_next/static/chunks/pages/mobile-cc389b79a27a933b.js,1
/_next/static/chunks/pages/desktop-aa105cbbe3ae2efc.js,1
/_next/static/chunks/pages/web-clipper-02515655f4319c77.js,1
/next-integrations/integrations/vendor/commons.c42222c4cb2f8913500f.js.gz,1
/login,2
/_next/static/chunks/3925-8c6977d58a15bebd.js,2
/_next/static/chunks/923-106338f8e5cf5c59.js,2
/_next/static/chunks/1726-545fe159c3039dd2.js,2
/_next/static/chunks/4753-50025c1d73af35c1.js,2
/_next/static/chunks/2433-8a5982bd94f30c2d.js,2
/_next/static/chunks/880-7fc0cd45db13abe4.js,2
/_next/static/chunks/pages/product/%5Bslug%5D-e00b30aede9367ec.js,2
/_next/static/css/a79ad6ea9d759eff.css,2
/_next/static/css/932c83eeaea53312.css,2
/consent-manager/a36a42ad-3a71-444f-9e8a-b19950129dc6,1
/gsi/client,4
/_next/static/css/691864df3ab03d46.css,2
/_next/static/css/419a015325560a85.css,2
/gtm.js,4
/_next/static/css/e31d8a74228ac059.css,2
/_next/static/chunks/highlight.js.2a40e3c3c22c2845.js,2
/_next/static/css/cb3c3aef0d60f6dc.css,2
/li.lms-analytics/insight.min.js,4
/v1/pk_254dd63702a16060ec4cf571f845ad2d/clearbit.min.js,2
/munchkin.js,4
/site-script.js,3
/tag-manager/0fa7d05d-53d0-4e3b-9bd7-880d24b9df68-latest.js,4
/i18n/pixel/events.js,3
/activityi,2
/163/munchkin.js,4
/tag-manager/0fa7d05d-53d0-4e3b-9bd7-880d24b9df68-additional-latest.js,4
/tracker-latest.min.js,4
/collect,3
/3779-b2099e9902f3be91b18c.js,2
/app-37a34ded904ff25a178f.js,2
/app-0288cb2b64efa65195d8.css,2
/print.5c792172.css,2
/api/5741876/envelope/,4
/aif-production.html,2
/f/refresh,1
/inter-ui-bold-001893789f7f342b520f29ac8af7d6ca.woff,2
/inter-ui-medium-95b8a98959d1af9ab432d7ffe295ef94.woff,2
/inter-ui-regular-3ae6a7d3890c33d857fc00bd2e4c4820.woff,2
/api/v3/getClientExperimentsV2,3
/third-party-scripts-3eb7c8bb219b11174920.js,2
/gsi/style,1
/gsi/status,2
/partner/2368700/domain/aif.notion.so/token,2
/dmp/up/pixie.js,1
/webevents/visitWebPage,2
/5a28e627,5
/associate-segment,1
/applepopupredirect,2
/gsi/iframe/select,2
/pagead/1p-conversion/954804604/,8
/widget/gpfdrxfd,2
/transport-support-0b602a85195aad344c9a.js,2
/frame.48d16192.js,2
/vendor.23989c07.js,2
/messenger/web/ping,1
/auth/authorize,2
/s/googlesans/v14/4UabrENHsxJlGDuGo1OIlLU94YtzCwM.ttf,2
/s/googlesans/v14/4UaGrENHsxJlGDuGo1OIlL3Owps.ttf,2
/pagead/1p-user-list/954804604/,8
/wss/fonts,4
/appleauth/static/cssj/1637518966/profile/app.css,2
/api-www/global-elements/global-header/v1/assets/globalheader.css,2
/ac/globalfooter/7/en_US/styles/ac-globalfooter.built.css,2
/appleauth/static/jsj/2020093512/common-header.js,2
/appleauth/static/jsj/431342789/boot/initBootData.js,2
/appleauth/static/jsj/1970480931/boot/initLocalizationStrings.js,2
/appleauth/static/jsj/207687543/profile/app.js,2
/wss/fonts/SF-Pro-Text/v3/sf-pro-text_regular.woff2,2
/ac/globalfooter/7/en_US/scripts/ac-globalfooter.built.js,2
/wss/fonts/SF-Pro-Display/v3/sf-pro-display_semibold.woff2,2
/wss/fonts/SF-Pro-Text/v3/sf-pro-text_semibold.woff2,2
/appleauth/jslog,6
/image/thumb/Purple116/v4/a4/9d/c8/a49dc89a-3279-f458-eb02-d218070f0baf/AppIconProd-0-1x_U007emarketing-0-10-0-85-220.png/100x100wd.png,3
/appleauth/static/bin/cb1900903086/dist/assets/privacy-icon.png,2
/appleauth/static/bin/cb3432457731/dist/assets/shared-icons.woff,2
/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_regular.woff2,2
/appleauth/auth/federate,2
/appleauth/auth/signin,2
/appleauth/auth,2
/appleauth/auth/verify/trusteddevice/securitycode,2
/appleauth/auth/oauth/consent,2
/appleauth/auth/oauth/authorize,1
